"gene","Delta_2RF","euclidean_dist","s_SASA","s_Length","s_nmut","Essential","group","gene_ctrl","s_SASA_ctrl","s_Length_ctrl","s_nmut_ctrl","Essential_ctrl","group_ctrl"
"O43681",0.611,0.0876564474890498,-0.332262172809916,-0.406631688647581,-0.329908833148469,"Yes",1,"Q15435",-0.264894653995121,-0.372996297262673,-0.374785671735014,"Yes",0
"P58753",0.611,0.0697824677099613,0.456045392994458,-0.762606247471192,-0.195278317388833,"No",1,"Q9BY27",0.50941022817167,-0.765409196753267,-0.240155155975378,"No",0
"Q15119",0.611,0.466578256869441,-0.794968213591117,-0.241257681005116,-0.329908833148469,"No",1,"P27348",-0.697527434164344,-0.695335464701375,-0.374785671735014,"No",0
"Q99717",0.611,0.133388184982898,0.0524869913062066,-0.0786866226447274,-0.374785671735014,"No",1,"Q12933",-0.0223222412053328,0.0222195515099968,-0.329908833148469,"No",0
"Q14653",0.61,0.139527535350107,-0.324211358466413,-0.185198695363603,0.208613229890075,"No",1,"P11464",-0.194014642302111,-0.207622289620208,0.25349006847662,"No",0
"Q96GD3",0.61,0.0929601080133609,1.04415414518163,0.467888487360029,-0.329908833148469,"No",1,"O94892",1.03504143228263,0.445464893103423,-0.240155155975378,"No",0
"Q5HYI8",0.61,0.0448396706585332,-0.134699923797297,-0.720562008240056,-0.285031994561924,"No",1,"P58499",-0.17945190185512,-0.723364957522132,-0.285031994561924,"No",0
"Q9H0P0",0.61,0.326856442213232,-0.849264391599233,-0.440267080032489,-0.374785671735014,"No",1,"P54108",-0.644874438424677,-0.695335464701375,-0.374785671735014,"No",0
"Q9Y5C1",0.61,0.116260111085569,0.984566715607114,-0.0927013690551058,-0.105524640215742,"No",1,"Q8N988",0.932023103763241,-0.196410492491906,-0.105524640215742,"No",0
"P02775",0.609,0.0375989325421008,1.73585317680452,-1.02328053070423,-0.374785671735014,"No",1,"Q8IY31",1.69996480356945,-1.01206873357593,-0.374785671735014,"No",0
"Q13394",0.609,0.571188490234229,-1.1646163351424,-0.375799246544749,-0.240155155975378,"No",1,"P55273",-1.04018471586626,-0.916768457985353,-0.374785671735014,"No",0
"Q92913",0.609,0.01796180698131,0.911553795208431,-0.695335464701375,-0.105524640215742,"No",1,"Q2KHN1",0.893591988227121,-0.695335464701375,-0.105524640215742,"No",0
"Q99731",0.609,0.0378988706633634,1.25400070270225,-1.1073690091665,-0.374785671735014,"No",1,"Q7Z4G1",1.26442047846736,-1.14380734983348,-0.374785671735014,"No",0
"Q9NTK5",0.609,0.478301557223828,-0.794701004732159,-0.272090123107949,-0.329908833148469,"No",1,"P31946",-0.57112407446268,-0.6925325154193,-0.374785671735014,"No",0
"Q9UET6",0.609,0.190014374059401,-0.190536175437402,-0.459887725007019,0.073982714130439,"No",1,"P11465",-0.00126751067542412,-0.443070029314565,0.073982714130439,"No",0
"Q15650",0.608,0.148556827866675,1.27995297177479,0.246455494076051,-0.060647801629197,"No",1,"Q8N9K5",1.29238273476216,0.128731624228872,-0.150401478802288,"No",0
"Q96PM5",0.608,0.0866796828854566,-0.276767397450169,-0.650488276188165,-0.285031994561924,"No",1,"Q6BDI9",-0.301038962293008,-0.720562008240056,-0.240155155975378,"No",0
"P41222",0.608,0.0527708923672593,-0.183542133711226,-0.849497675215537,-0.285031994561924,"No",1,"Q8WWM9",-0.155778192353522,-0.849497675215537,-0.329908833148469,"No",0
"P48047",0.608,0.0514914267412362,0.430427856622561,-0.785029841727797,-0.329908833148469,"No",1,"Q16763",0.431456393163612,-0.759803298189116,-0.285031994561924,"No",0
"P49841",0.608,0.339840008996936,-0.602142677681581,-0.204819340338133,-0.374785671735014,"No",1,"P51888",-0.292157698184065,-0.311331413057008,-0.285031994561924,"No",0
"Q13464",0.608,1.22440212273322,0.98656521359819,2.41313528912055,-0.329908833148469,"No",1,"Q8NB25",2.03877254285449,1.81330414275635,-0.150401478802288,"No",0
"Q96T88",0.608,0.138264551252661,-0.0458324146146601,0.840680741876093,-0.285031994561924,"No",1,"Q8TAG9",-0.17292496359198,0.871513183978925,-0.240155155975378,"No",0
"Q9NQZ5",0.608,0.0723367577906659,0.749198473965942,-0.344966804441916,-0.240155155975378,"No",1,"P50502",0.805862566312549,-0.347769753723992,-0.285031994561924,"No",0
"P24723",0.607,0.389941348833693,-0.541202625765682,0.532356320847769,-0.285031994561924,"No",1,"Q92845",-0.298899332696341,0.837877792594017,-0.285031994561924,"No",0
"P50454",0.607,0.641749179839885,-0.948171651022425,-0.210425238902284,-0.150401478802288,"No",1,"Q70IA8",-0.7458943393176,-0.77662099388157,-0.374785671735014,"No",0
"Q14289",0.607,0.757188105511139,0.1723604663587,1.44611778680444,-0.195278317388833,"No",1,"Q9NU02",-0.208161580634815,0.793030604080807,-0.240155155975378,"No",0
"Q53GS9",0.607,0.236143062788089,0.129517799017356,0.20160830556284,-0.285031994561924,"Yes",1,"Q9UHB9",0.261833114363103,0.375391161051531,-0.374785671735014,"Yes",0
"Q96M94",0.607,0.960440390735312,-1.08370169278799,0.310923327563791,-0.195278317388833,"No",1,"P06731",-0.456121190536116,0.585612357207207,0.477874261409347,"No",0
"O43837",0.606,0.421547625945225,-0.718128151787787,-0.302922565210781,-0.329908833148469,"No",1,"Q9Y576",-0.320559177589178,-0.443070029314565,-0.329908833148469,"No",0
"Q92583",0.606,0.0971701397772658,1.05960776364992,-1.1185808062948,-0.329908833148469,"No",1,"P56277",0.995334710337663,-1.19145748762877,-0.329908833148469,"No",0
"O14618",0.606,0.261228633780952,-0.865003318539253,-0.614049935521181,-0.374785671735014,"No",1,"Q8TCA0",-0.814124849864944,-0.866315370907991,-0.329908833148469,"No",0
"O95445",0.606,0.0238999036882421,-0.337952389483329,-0.855103573779689,-0.329908833148469,"No",1,"Q86XP6",-0.3590592841261,-0.866315370907991,-0.329908833148469,"No",0
"Q9ULK4",0.606,0.842618280813155,-1.4607009688791,2.4523765790696,0.0291058755438937,"No",1,"Q96QU8",-1.17267794984672,1.77125990352522,-0.374785671735014,"No",0
"O60543",0.605,0.0407969259465399,1.44849008970111,-0.768212146035343,-0.285031994561924,"No",1,"Q5JR98",1.48890002743895,-0.762606247471192,-0.285031994561924,"No",0
"P01568",0.605,0.0280320637070939,-0.479878209727641,-0.852300624497613,-0.285031994561924,"No",1,"Q9NVQ4",-0.480257851518959,-0.88033011731837,-0.285031994561924,"No",0
"P62899",0.605,0.051515307960924,0.671385761262893,-1.03168937855046,-0.329908833148469,"Yes",1,"P35268",0.695243413927919,-1.02328053070423,-0.374785671735014,"Yes",0
"Q4W4Y0",0.605,0.27077211555641,-0.640314769194517,-0.513143761366457,-0.240155155975378,"No",1,"O76038",-0.403292252396717,-0.60844403695703,-0.329908833148469,"No",0
"Q5T4F7",0.604,0.0785105651475253,0.0491316159961053,-0.493523116391927,-0.285031994561924,"No",1,"Q6ZTW0",0.0700242546423625,-0.56920274700797,-0.285031994561924,"No",0
"Q9UJX6",0.604,0.345613085478871,-0.455162433856916,0.921966271056288,-0.329908833148469,"Yes",1,"Q9HCS7",-0.125194679616472,1.01446359736478,-0.374785671735014,"Yes",0
"Q9Y2W6",0.603,0.185072653509399,0.688005911221318,0.190396508434537,-0.285031994561924,"No",1,"Q3KP31",0.862563175129075,0.232440747665672,-0.240155155975378,"No",0
"A8K855",0.602,0.421977823440307,-0.33641045608659,0.380997059615683,-0.105524640215742,"No",1,"Q92674",-0.11429907343313,0.736971618439293,-0.150401478802288,"No",0
"P49407",0.602,0.181807697624156,-0.340408872084795,-0.210425238902284,-0.329908833148469,"No",1,"Q8WV60",-0.20651546620084,-0.294513717364554,-0.240155155975378,"No",0
"Q15797",0.602,0.134580552167524,0.0515659472807873,-0.0786866226447274,-0.374785671735014,"No",1,"O00458",-0.0407179820826618,-0.117927912593787,-0.285031994561924,"No",0
"Q9NPQ8",0.602,0.719948408834467,-0.803680094096086,0.106308029972267,-0.150401478802288,"No",1,"Q8WVF1",-0.203757809313851,-0.291710768082479,-0.150401478802288,"No",0
"P0C2W1",0.601,0.276554433667425,-0.741422743709949,-0.580414544136273,-0.329908833148469,"No",1,"Q9H8S9",-0.551761326394951,-0.77662099388157,-0.374785671735014,"No",0
"Q14722",0.601,0.296613145643421,-0.437392121581776,-0.207622289620208,-0.240155155975378,"No",1,"Q53EV4",-0.235932098283162,-0.420646435057959,-0.285031994561924,"No",0
"Q6EBC2",0.601,0.0457717688122179,0.273509447467308,-0.922374356549505,-0.285031994561924,"No",1,"O95711",0.266459760951957,-0.927980255113656,-0.329908833148469,"No",0
"Q9UHJ6",0.601,1.0364192693807,-1.4623459870339,-0.0422482819777437,-0.060647801629197,"No",1,"P59991",-1.00828278085384,-0.972827443626867,-0.0157709630426516,"No",0
"O75293",0.6,0.0377087838962424,-0.347765388357492,-0.933586153677808,-0.374785671735014,"No",1,"Q96LZ3",-0.322540402427968,-0.905556660857051,-0.374785671735014,"No",0
"Q6NYC1",0.6,0.355233666269623,-0.534973469430986,-0.252469478133419,-0.374785671735014,"No",1,"Q15785",-0.296707429892123,-0.515946710648532,-0.374785671735014,"No",0
"Q7L3T8",0.6,0.6667003012477,-0.788120566941765,-0.0506571298239707,-0.150401478802288,"No",1,"Q00888",-0.198756734322989,-0.207622289620208,0.118859552716984,"No",0
"Q8TBZ6",0.6,0.0427208720948371,1.18647309385747,-0.431858232186262,-0.240155155975378,"No",1,"Q9NRS6",1.14458796295827,-0.423449384340035,-0.240155155975378,"No",0
"P12277",0.599,0.751096076843823,-1.46014715321486,-0.314134362339084,-0.374785671735014,"No",1,"P35080",-1.13177159560781,-0.989645139319321,-0.374785671735014,"No",0
"P23396",0.599,0.16448314873515,0.388299797624764,-0.700941363265527,-0.374785671735014,"Yes",1,"P62241",0.256275316987967,-0.799044588138175,-0.374785671735014,"Yes",0
"O43174",0.598,0.963153824387525,-1.10327340850978,0.0110077543816941,-0.329908833148469,"No",1,"Q7L9L4",-0.550740772641056,-0.77662099388157,-0.374785671735014,"No",0
"P26599",0.598,0.110477343145551,0.161328221503731,0.106308029972267,-0.285031994561924,"No",1,"Q9UKZ1",0.187496778962244,0.0474460950486778,-0.374785671735014,"No",0
"O43542",0.597,0.368671781288314,-0.733782912197848,-0.412237587211732,0.0291058755438937,"Yes",1,"Q96EE3",-0.544847997354633,-0.372996297262673,-0.285031994561924,"Yes",0
"Q6P6C2",0.596,0.0877997437803819,0.977905322227651,-0.2776960216721,-0.374785671735014,"No",1,"O60711",0.905849463430514,-0.300119615928706,-0.329908833148469,"No",0
"Q9BR01",0.596,0.348809508624956,-0.833292040844522,-0.586020442700424,-0.374785671735014,"No",1,"A0PJX0",-0.621948067807207,-0.863512421625916,-0.374785671735014,"No",0
"O60547",0.595,0.626248419941914,-1.12110509368734,-0.339360905877765,-0.374785671735014,"No",1,"P02144",-0.991491537119181,-0.950403849370262,-0.329908833148469,"No",0
"P48454",0.595,0.542805169944893,-0.638047348209293,0.0530519936128291,-0.285031994561924,"No",1,"Q5W5X9",-0.128704923986352,-0.12913970972209,-0.329908833148469,"No",0
"Q9UHL0",0.595,0.642511438923072,-0.701386207540973,-0.0282335355673653,-0.374785671735014,"No",1,"O43852",-0.266570768536391,-0.499129014956078,-0.329908833148469,"No",0
"P49366",0.594,0.137858012532537,-0.754643414761555,-0.347769753723992,-0.285031994561924,"Yes",1,"Q9BT78",-0.740732024848955,-0.244060630287192,-0.374785671735014,"Yes",0
"Q14139",0.594,0.124491809781323,-0.939659110486594,1.60588589588275,-0.329908833148469,"No",1,"Q8NB46",-1.06095444524783,1.63391538870351,-0.329908833148469,"No",0
"Q96QV1",0.594,0.310551323351059,-0.302049626683599,0.580006458643056,-0.285031994561924,"No",1,"Q86UA1",-0.0177324065692487,0.49311503089871,-0.374785671735014,"No",0
"Q9BUF5",0.594,1.08117660361588,-1.55262694580741,-0.131942659004165,-0.240155155975378,"No",1,"P58546",-0.999833022643713,-1.05131002352499,-0.374785671735014,"No",0
"Q9BZD4",0.594,0.293766456767407,1.29613057380532,-0.0814895719268031,-0.195278317388833,"Yes",1,"Q92664",1.38147108067146,-0.358981550852295,-0.240155155975378,"Yes",0
"P06493",0.593,0.207463559749608,-1.00216055018054,-0.54958210203344,-0.374785671735014,"Yes",1,"P54920",-0.794772743100983,-0.555188000597592,-0.374785671735014,"Yes",0
"Q99496",0.593,0.0351099186205901,1.09570833900193,-0.440267080032489,-0.329908833148469,"No",1,"O75764",1.08564022935173,-0.406631688647581,-0.329908833148469,"No",0
"Q9NY65",0.593,1.09520483966739,-1.48346916027682,-0.123533811157938,-0.105524640215742,"No",1,"P60673",-0.86351768108799,-0.998053987165548,-0.329908833148469,"No",0
"P14866",0.592,0.209369333218522,0.612176649398526,0.268879088332656,-0.374785671735014,"Yes",1,"P32780",0.781335654678514,0.153958167767553,-0.329908833148469,"Yes",0
"Q13057",0.592,1.04727804364913,-1.05774579091613,0.198805356280764,-0.060647801629197,"No",1,"Q5JU00",-0.0342794365647433,0.0222195515099968,-0.195278317388833,"No",0
"Q8IZL9",0.592,0.495740316397754,-0.831873828434883,-0.412237587211732,-0.240155155975378,"No",1,"P35243",-0.566858623772618,-0.821468182394781,-0.329908833148469,"No",0
"P10276",0.592,0.150066821418424,0.402617832274821,-0.0870954704909545,-0.374785671735014,"No",1,"Q8N6Y2",0.372122787858152,-0.145957405414544,-0.240155155975378,"No",0
"P23141",0.592,1.29212160621315,-1.46319562969092,0.207214204126991,-0.105524640215742,"No",1,"O60811",-0.798663377812483,-0.0534600791060464,0.971519485861346,"No",0
"P42338",0.592,0.183966962429613,-1.15820349969309,1.61709769301105,-0.195278317388833,"No",1,"O15084",-1.27416871801291,1.56944755521577,-0.329908833148469,"No",0
"Q9H488",0.592,0.681798576830141,-0.940078537098879,-0.294513717364554,-0.105524640215742,"No",1,"Q8N1E2",-0.538699147961244,-0.838285878087235,-0.195278317388833,"No",0
"O14775",0.591,0.74705746025758,-0.9806781198046,-0.274893072390025,-0.060647801629197,"No",1,"Q7Z4H3",-0.510430625271793,-0.810256385266478,-0.285031994561924,"No",0
"P00736",0.591,0.890800431491701,-0.569291016392965,0.594021205053434,-0.374785671735014,"No",1,"O95965",0.0831043375051292,0.00259890653546705,-0.240155155975378,"No",0
"P34130",0.591,0.045674302951811,1.38118160766806,-0.793438689574024,-0.240155155975378,"No",1,"P52943",1.37479527774396,-0.799044588138175,-0.285031994561924,"No",0
"Q6ZMV9",0.591,0.133649311618467,0.719036727793199,0.899542676799682,-0.105524640215742,"No",1,"Q6P3V2",0.674847633851755,0.773409959106277,-0.105524640215742,"No",0
"Q9Y450",0.591,0.119362083619112,0.264231665216021,0.535159270129845,-0.285031994561924,"No",1,"O75864",0.340432811733563,0.554779915104375,-0.195278317388833,"No",0
"A6NK06",0.59,1.22429285378432,-1.63066404721668,-0.0338394341315167,-0.240155155975378,"No",1,"P0CG21",-0.942300780302506,-1.03729527711461,-0.374785671735014,"No",0
"Q15257",0.59,0.301884694151868,-0.757626652183313,-0.378602195826824,-0.105524640215742,"Yes",1,"O14579",-0.612214167057811,-0.518749659930608,-0.329908833148469,"Yes",0
"P30040",0.59,0.071939631977484,0.0194944905770049,-0.650488276188165,-0.329908833148469,"No",1,"Q9HBH1",0.0443111384549339,-0.700941363265527,-0.285031994561924,"No",0
"P61160",0.59,0.159927669633872,-1.24623375772609,-0.2776960216721,-0.374785671735014,"Yes",1,"Q5JVF3",-1.09337265817473,-0.263681275261722,-0.329908833148469,"Yes",0
"Q8N4J0",0.59,0.536311279354247,-0.724312810056057,-0.235651782440965,-0.329908833148469,"No",1,"Q8N485",-0.325692726277778,-0.591626341264575,-0.374785671735014,"No",0
"P50148",0.589,0.616119958261039,-0.79239610924667,-0.375799246544749,0.0291058755438937,"No",1,"O75865",-0.610407303031348,-0.936389102959883,-0.150401478802288,"No",0
"Q9NZI8",0.589,0.245303846521451,0.12447990477933,0.235243696947748,-0.329908833148469,"No",1,"Q12894",0.173915321671251,0.0362342979203751,-0.195278317388833,"No",0
"P18054",0.588,1.35852099121311,-1.65700098528917,0.476297335206256,0.073982714130439,"No",1,"O60518",-1.32638923074412,1.7152009178837,-0.374785671735014,"No",0
"Q8TBX8",0.588,0.190057315038847,-0.259598005910204,-0.202016391056057,-0.329908833148469,"No",1,"Q9NVD7",-0.136130048096678,-0.339360905877765,-0.374785671735014,"No",0
"Q9NWM0",0.588,1.06658984299365,-1.07121284273298,0.173578812742083,-0.329908833148469,"No",1,"Q96D15",-0.216367182740031,-0.462690674289095,-0.285031994561924,"No",0
"P29460",0.587,0.222264650806119,-0.273608372421897,-0.462690674289095,-0.150401478802288,"No",1,"Q13643",-0.158826987317842,-0.597232239828727,-0.285031994561924,"No",0
"Q8IZD9",0.587,1.73548085237575,-0.0750651820494104,4.3079290038037,-0.105524640215742,"No",1,"Q9UPU5",-0.601408747213691,5.96166908022835,-0.105524640215742,"No",0
"Q8WTS1",0.587,0.693212167927674,-1.02873995466082,-0.403828739365505,-0.0157709630426516,"No",1,"Q9Y2X8",-0.781186171874526,-0.970024494344791,-0.329908833148469,"No",0
"Q9UBP4",0.587,0.0861117335776697,1.25333804924958,-0.40102579008343,-0.150401478802288,"No",1,"P82673",1.2122549119598,-0.476705420699473,-0.150401478802288,"No",0
"Q6UX06",0.586,0.221636969841253,-0.0380785859492635,0.0474460950486778,-0.285031994561924,"No",1,"Q53RD9",0.0485486318154413,-0.151563303978695,-0.240155155975378,"No",0
"Q9C040",0.586,0.687569299494452,-0.172347455472767,0.703336227054385,-0.240155155975378,"No",1,"Q9BWT3",0.508969652386573,0.68091263279778,-0.329908833148469,"No",0
"Q9NRC8",0.586,0.37271301767359,-0.504539950597503,-0.260878325979646,-0.329908833148469,"No",1,"Q9H832",-0.157730699447222,-0.389813992955127,-0.374785671735014,"No",0
"P14384",0.585,0.878503880450813,-1.09346372062696,-0.140351506850392,-0.329908833148469,"No",1,"P51668",-0.808160599109284,-0.970024494344791,-0.374785671735014,"No",0
"P29459",0.585,0.0304018142821406,0.03044548552181,-0.768212146035343,-0.285031994561924,"No",1,"O95843",0.0186718775846943,-0.7962416388561,-0.285031994561924,"No",0
"Q86YM7",0.585,0.0547210192707398,1.25986780812881,-0.389813992955127,-0.374785671735014,"No",1,"Q96F63",1.25440705520625,-0.420646435057959,-0.329908833148469,"No",0
"Q13838",0.584,0.643064889006622,-0.737916274689044,-0.182395746081527,-0.374785671735014,"No",1,"Q9NZL4",-0.126268004160835,-0.375799246544749,-0.329908833148469,"No",0
"O43639",0.583,0.0431496416452175,0.480450162513453,-0.31693731162116,-0.374785671735014,"No",1,"A8MW99",0.439639888596662,-0.302922565210781,-0.374785671735014,"No",0
"Q9P2T1",0.583,0.672916674238411,-1.20072885160827,-0.406631688647581,-0.329908833148469,"No",1,"Q9NPJ3",-0.867714983785338,-0.989645139319321,-0.374785671735014,"No",0
"Q9UIM3",0.583,0.0230209261469896,0.241085338180628,-0.403828739365505,-0.195278317388833,"No",1,"Q15653",0.229044020501544,-0.384208094390976,-0.195278317388833,"No",0
"P31323",0.582,0.0946228200226224,0.287218267683224,-0.210425238902284,-0.374785671735014,"No",1,"Q99983",0.204339810256642,-0.202016391056057,-0.329908833148469,"No",0
"Q16760",0.582,1.34271750419526,0.166866575569481,2.02072238962995,-0.195278317388833,"No",1,"Q9Y6R6",0.960721995051528,0.95279871315912,-0.0157709630426516,"No",0
"Q969U7",0.582,0.401136219396024,-0.923486284512473,-0.642079428341938,-0.0157709630426516,"Yes",1,"P49721",-0.952402698663148,-0.818665233112705,-0.374785671735014,"Yes",0
"Q07325",0.582,0.00121687430589956,1.50883236805498,-1.03168937855046,-0.329908833148469,"No",1,"Q6UXB1",1.50761549374908,-1.03168937855046,-0.329908833148469,"No",0
"P08620",0.581,0.0452681338611391,0.373502524291606,-0.804650486702327,-0.329908833148469,"No",1,"Q9Y294",0.375463953116624,-0.810256385266478,-0.374785671735014,"No",0
"O43708",0.581,0.287199870393429,-1.01050220618695,-0.77662099388157,-0.374785671735014,"No",1,"P62837",-0.79818439826078,-0.970024494344791,-0.374785671735014,"No",0
"Q02224",0.581,1.02238873238358,1.69819908594107,2.26457897717053,0.16373639130353,"Yes",1,"O75150",2.06806181039794,1.42369419254783,-0.285031994561924,"Yes",0
"Q03405",0.581,0.133795751505946,-0.145274225324782,-0.443070029314565,-0.060647801629197,"No",1,"Q9UGM5",-0.121902445170394,-0.311331413057008,-0.060647801629197,"No",0
"Q8N371",0.58,0.620884101274734,-0.694827175602487,-0.216031137466435,-0.240155155975378,"No",1,"Q8WWF8",-0.501083373158449,-0.799044588138175,-0.329908833148469,"No",0
"P61158",0.58,0.817531944509603,-1.06726551461713,-0.210425238902284,-0.374785671735014,"No",1,"P02008",-0.802917531021991,-0.98403924075517,-0.374785671735014,"No",0
"O14645",0.579,0.0377264129013404,1.3278989081868,-0.658897124034392,-0.240155155975378,"No",1,"Q96D70",1.35315024008461,-0.630867631213635,-0.240155155975378,"No",0
"P04083",0.579,0.751028092124157,-1.27048071571481,-0.412237587211732,-0.329908833148469,"No",1,"Q8NHR9",-0.829927308506827,-1.02047758142215,-0.329908833148469,"No",0
"P43353",0.579,1.07336419996574,-1.31444229232227,-0.0702777747985004,-0.374785671735014,"No",1,"P63146",-0.708150631870919,-0.956009747934413,-0.374785671735014,"No",0
"Q5TAQ9",0.579,0.316640956905947,0.131186772094438,0.291302682589261,-0.240155155975378,"No",1,"A2A3L6",0.388618097448256,0.249258443358126,-0.060647801629197,"No",0
"Q8TB73",0.579,0.289607784194582,0.181583587595146,0.210017153409067,-0.195278317388833,"No",1,"Q13946",0.268993177313473,-0.031036484849441,-0.329908833148469,"No",0
"P29350",0.578,0.800753935422027,-0.629307948695275,0.28569678402511,-0.150401478802288,"No",1,"Q9UQ74",-0.125633170881913,-0.188001644645679,0.25349006847662,"No",0
"P30837",0.578,1.27805878677606,-1.40459902526322,0.0670667400232075,-0.060647801629197,"No",1,"P51161",-0.762450910410918,-1.02328053070423,-0.240155155975378,"No",0
"Q9UQB8",0.578,0.155199445163145,1.68832128603863,0.165169964895856,-0.240155155975378,"No",1,"Q96NI8",1.62547049696082,0.120322776382645,-0.374785671735014,"No",0
"Q14344",0.578,0.494456036012995,-0.596444961126316,-0.325346159467387,-0.374785671735014,"No",1,"Q8IUQ0",-0.106209640086429,-0.389813992955127,-0.374785671735014,"No",0
"Q16875",0.577,0.594437362894563,-0.526028817797791,0.0754755878694345,-0.374785671735014,"No",1,"Q8N9B4",-0.058556937993458,-0.291710768082479,-0.374785671735014,"No",0
"P19883",0.576,0.12548022566309,0.471050572315527,-0.417843485775884,-0.240155155975378,"No",1,"Q9BZ19",0.588197914864384,-0.415040536493808,-0.285031994561924,"No",0
"Q7Z2E3",0.576,0.129570992998614,0.195579731148905,-0.384208094390976,-0.374785671735014,"No",1,"O43903",0.211327666115373,-0.50473491352023,-0.329908833148469,"No",0
"P12829",0.576,0.0812039728617382,0.45048058491149,-0.829877030241008,-0.240155155975378,"No",1,"Q8TD86",0.501164746633547,-0.874724218754218,-0.285031994561924,"No",0
"Q969Q5",0.575,0.0353317087172143,-0.390534733351212,-0.813059334548554,-0.374785671735014,"No",1,"Q9UM19",-0.379718537750996,-0.846694725933462,-0.374785671735014,"No",0
"P08254",0.575,0.94378336179168,-0.998836821296172,-0.0450512312598194,-0.195278317388833,"No",1,"Q8WVP5",-0.559285029715065,-0.86070947234384,-0.374785671735014,"No",0
"P12034",0.575,0.0472473840539176,1.47611080415786,-0.630867631213635,-0.285031994561924,"No",1,"Q9Y5W9",1.46243752511793,-0.625261732649484,-0.329908833148469,"No",0
"P27708",0.575,1.37006665103976,-1.6777773243741,4.85450411380846,0.16373639130353,"No",1,"Q9BYK8",-1.25985145125792,6.04295460940854,-0.374785671735014,"No",0
"P24941",0.574,0.38767406855303,-0.947150846815868,-0.546779152751365,-0.374785671735014,"Yes",1,"O15498",-0.679333863318604,-0.827074080958932,-0.374785671735014,"Yes",0
"Q13017",0.574,1.57145102272659,0.304717317135043,2.82797178286774,-0.195278317388833,"No",1,"Q9NRC6",-0.136359281044143,2.54207095609603,1.28565735596716,"No",0
"Q9Y259",0.574,0.523082013258623,-0.607524388331545,-0.274893072390025,-0.150401478802288,"No",1,"Q8N1Q8",-0.288893761978358,-0.689729566137224,-0.150401478802288,"No",0
"P42830",0.573,0.0540172841035775,1.45861117972737,-1.06252182065329,-0.329908833148469,"No",1,"Q9NR33",1.40525241044034,-1.05411297280706,-0.329908833148469,"No",0
"P20815",0.573,1.13545360283901,-1.25921586097237,0.0250225007920724,-0.195278317388833,"No",1,"O43324",-0.61750280750551,-0.894344863728748,-0.374785671735014,"No",0
"P27361",0.573,0.675905754383206,-0.905876409543492,-0.319740260903235,-0.240155155975378,"No",1,"Q96N28",-0.586378385900497,-0.899950762292899,-0.374785671735014,"No",0
"Q8N158",0.573,0.404096173860639,0.074621045991532,0.240849595511899,-0.150401478802288,"No",1,"Q9Y2B5",0.448834547028406,0.386602958179834,-0.195278317388833,"No",0
"Q96JJ3",0.573,1.26014944241634,-0.83497317958929,0.636065444284569,-0.374785671735014,"No",1,"Q00887",-0.117923917386369,-0.188001644645679,0.25349006847662,"No",0
"Q9NX46",0.573,1.08639728179471,-1.53888983463008,-0.364587449416446,0.0291058755438937,"No",1,"P09105",-0.721793162845943,-0.98403924075517,-0.329908833148469,"No",0
"O95749",0.571,0.375298485954771,-1.15282611620944,-0.541173254187213,-0.195278317388833,"Yes",1,"P53611",-1.47075054603534,-0.454281826442868,-0.374785671735014,"Yes",0
"Q8NEV1",0.571,0.555051413029675,-0.619371098601481,-0.286104869518327,-0.195278317388833,"No",1,"Q6P9G0",-0.317234797615773,-0.742985602496662,-0.285031994561924,"No",0
"P04179",0.571,0.127951153982859,-0.543909186812916,-0.759803298189116,-0.285031994561924,"Yes",1,"Q9Y3A3",-0.453106838179454,-0.751394450342889,-0.374785671735014,"Yes",0
"P05771",0.571,1.04772690784702,-0.672970301863215,0.498720929462861,-0.285031994561924,"No",1,"Q99551",-0.0266020243130551,-0.263681275261722,0.0291058755438937,"No",0
"Q8IU54",0.571,0.0475204786691309,0.209889225989244,-0.821468182394781,-0.240155155975378,"No",1,"Q9UBI1",0.20297170226516,-0.835482928805159,-0.285031994561924,"No",0
"Q9Y4X0",0.571,0.10603303035879,0.442745222315129,-0.448675927878716,-0.150401478802288,"No",1,"Q9BU64",0.468693584716728,-0.541173254187213,-0.105524640215742,"No",0
"P24158",0.57,0.431175864037113,-0.932970288144512,-0.664503022598543,-0.150401478802288,"No",1,"P82980",-0.682312103851452,-1.0036598857297,-0.240155155975378,"No",0
"Q9UI43",0.57,0.038341872941135,-0.177532867186479,-0.6925325154193,-0.240155155975378,"No",1,"Q5U649",-0.139293585080819,-0.695335464701375,-0.240155155975378,"No",0
"Q15389",0.57,0.0518457606258165,0.88319261374073,0.0138107036637697,-0.329908833148469,"No",1,"Q8N8U2",0.836446861896476,0.0362342979203751,-0.329908833148469,"No",0
"Q96LD4",0.57,0.34055541727319,0.262571069242729,0.406223603154364,-0.240155155975378,"No",1,"Q9UKA1",0.537859352030467,0.554779915104375,-0.374785671735014,"No",0
"Q9C0B1",0.57,0.857774131048944,-0.902842654991926,0.0334313486382994,-0.0157709630426516,"No",1,"Q16557",-0.154308377871561,-0.182395746081527,0.343243745649711,"No",0
"P17655",0.569,1.47271202804785,-1.15854584119103,0.580006458643056,-0.240155155975378,"No",1,"Q6IBS0",-0.0663492937920834,-0.403828739365505,-0.329908833148469,"No",0
"P29803",0.569,0.757127528859351,-1.01028069008162,-0.294513717364554,-0.240155155975378,"No",1,"Q6B0K9",-0.734966315030734,-0.986842190037245,-0.374785671735014,"No",0
